url;categoria;subcategoria
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDLCIRCeWP4SraVMqrlbAHFAZeIkeJi2VQStyaqysmucYg;Quinta de Mutis;Salón 142
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCrMFg6ve0aR62pYQdZ2ZoMAdx_8PKGoTMqVs6MIhPAD0E;Quinta de Mutis;Salón 140
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDVf90wOGiPSp5FW-3_Vxb5AXFynkSKFQE1NZQ3aITu39A;Quinta de Mutis;Salón 141
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCqXRNZsxUXR5BKsS8dpHCrAeXu8SAblUl7xzQqqvjp5vA;Quinta de Mutis;Salón 135
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQC2XiiruB7_Q7DYEpb7TRkwAc7Y6MQy-wn_rEz-O1xPzyM;Quinta de Mutis;Salón 136
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDiZWKVn_4xS6cB5pQgCdokARyUHTaTA0osJu_g3XBTUKQ;Quinta de Mutis;Salón 137
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAVBf1Z5rOGR6iW-8yf6xo8AZQ37OTtlraTyFpJrl06Llg;Quinta de Mutis;Salón 138
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBg8s7-aMp7RZ2fY1ie8yELAYssyvJ7R5HhFl74JLnn-d8;Quinta de Mutis;Aula de Informática 1
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBNdxaeu8vbQq31ho9fxd1FAS1-6qFnxZtBl1ZK1erQnV8;Quinta de Mutis;Aula de Informática 2
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCfQcCYXBHeT6YlSfbrHK_FAQEYxYfix8y7FKZz5gNAo94;Quinta de Mutis;Aula de Informática 3
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAL2tnCrJ24RbFKqUBOBAaEAUUQcXExSWehaxpHbYcISLo;Quinta de Mutis;Aula de Informática 4
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCWafGy1iAhQbBafBCb_XpaARutpTsfzLCQStAxqeL1Grg;Quinta de Mutis;Aula de Informática 5
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDhcdXDU54oQrFzzRnYRpFFAfg2lMtArv8bA-idKnGQoBU;Quinta de Mutis;Salón 115B
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAdM7TAJsZYTIY5Xlx458PyAXGmHBawe_4FDlxCTi9wQb4;Quinta de Mutis;Sala NASH
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCiJla071PhQr_PzcT3QsfdAcpBj-jIyD1T1yW-3SnP2gE;Quinta de Mutis;Salón 118
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCo0vli0FCFSIlW_XUFjvX5AY-1APWOeThVLJ0StuEqq0w;Sede del Emprendimiento, Innovación y Creación;Módulo 4-01
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDx-zS0x8JdS5qyd5I1T42bAdkIYtBFhwMvHFrAiu4o7A0;ED. RAFAEL MARIA CARRASQUILLA (Torre 1);Salón 601
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAlFhGG0Jz_ToOkoxyvPVYTAbB6MBOgajyFUpBZU1pASTo;ED. RAFAEL MARIA CARRASQUILLA (Torre 1);Salón 602
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBksnCDTGvrTL4ss006ooR-AdYAKQna9EpJb0R1iMhBcSM;ED. RAFAEL MARIA CARRASQUILLA (Torre 1);Salón 701
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDw-pJYj_xKQ6Vup-ZPMxi_AZHmc4_PzGtmixAAWPxLS88;ED. RAFAEL MARIA CARRASQUILLA (Torre 1);Salón 802
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCHtnnrcq05SqJCV9kgUc5HAdoKdsgciyBIvWl1hXjVC94;ED. RAFAEL MARIA CARRASQUILLA (Torre 1);Salón 801
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCgscrISXPQQJtLvNxdw9XRAbiqCVaYq1v130g0VToEEIA;Sede del Emprendimiento, Innovación y Creación;Módulo 3-01
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCUG_FCPkPaT5nNwhdFepHWAWtrSIBusjngSYRc6wDvgb8;Sede del Emprendimiento, Innovación y Creación;Módulo 3-02
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQD1tguwP_zKQauVhWLLcQZ7AdnPq3yalis_ixjmt1IQerA;Sede del Emprendimiento, Innovación y Creación;Módulo 3-03
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQD5apNAtPIhTJlBgfpWv-xdAUEmbZIURy4lUDW-J6n6cIo;Sede del Emprendimiento, Innovación y Creación;Módulo 3-04
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDhQb-eiekLT4P5p5e-z6oyAZrebJl__jafFuBcUxhYZAQ;Sede del Emprendimiento, Innovación y Creación;Módulo 3-05
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQADNFR7-MAhS4JevJ17gsOdAYRc1YQ_5W8zT6wMc4eA_kI;Sede del Emprendimiento, Innovación y Creación;Módulo 3-06
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCew0uhMq7OSbzzB44ULCRkAWnUQtgjIUkfCnavRpaK7Iw;Sede del Emprendimiento, Innovación y Creación;Módulo 3-07
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBTgKWLZWlmTZ6773O4rXUzAYZRgGNpOmxZx2UwKqbQ6bM;Sede del Emprendimiento, Innovación y Creación;Módulo 3-08
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDAT55vVqYjTZw2eBagW6VCAUpe28T2tzVy23it4ZqIDcA;Sede del Emprendimiento, Innovación y Creación;Módulo 3-09
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBTov9k6snAS70oQTES1HavAVSK9RT9GzsoM6ZApYn-lkE;Sede del Emprendimiento, Innovación y Creación;Módulo 2-01
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQB_Fpx9mLblT5UjHW6kJSiIAeylZ7i1JCs6e2u10fJYA7A;Sede del Emprendimiento, Innovación y Creación;Módulo 2-02
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAz8xbGv3yfQ6FWqNecWYqXAfobm_jRtZ2xGo6ys3DnYe0;Sede del Emprendimiento, Innovación y Creación;Módulo 2-03
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAxVSu9V3w4SLbuDn7pgwcEAde6Na3x8s7PaAwblUFqLjA;Sede del Emprendimiento, Innovación y Creación;Módulo 2-04
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCa7DJ20SeGTrTL3ik5rImZAZ4d9zclNakqD2uDEeBVEXc;Sede del Emprendimiento, Innovación y Creación;Módulo 2-05
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQB82mZWGdfDS4pbfYWsU4yCAZIRuqIIe45csXBTEuRj4_E;Sede del Emprendimiento, Innovación y Creación;Módulo 2-06
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQATDOS6FXdwQIONKq7UfpxzAf2-7iQbws1IpqOZPKOeDK8;Sede del Emprendimiento, Innovación y Creación;Módulo 2-07
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAO53Y0p4p_Qqq62NEi60jJAfnmCmbO6lRbgaDff9Xeia8;Sede del Emprendimiento, Innovación y Creación;Módulo 2-08
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQB9cNFL7iy-SpHZj401QJLVAW6rnfRKKogjb3VTPmkWp5c;Sede del Emprendimiento, Innovación y Creación;Módulo 2-09
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBrNGx3p9wARpJyYxNz63zlASOYxmfihbz2mxQ3aKjTzz8;Sede del Emprendimiento, Innovación y Creación;Módulo 1-01
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCKS2bVwg6qQ69oKnsrwr5hAez5UV0n7zuwvNVcfQGvzEs;Sede del Emprendimiento, Innovación y Creación;Módulo 1-02
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDyPGTFgA-FTrfaQZ0XFW5DAbhLahavrFmup-afO4WAgQs;Sede del Emprendimiento, Innovación y Creación;Módulo 1-03
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQB6kEGEH3UATqDSID-xhhzhAWfAY4fD-2wIc4iu_NqAS2o;Sede del Emprendimiento, Innovación y Creación;Módulo 4-02
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAR0NAhn0_eS64bBrSRcgzjAUHs4-sQTxW1FHKM2tZmMm8;Sede del Emprendimiento, Innovación y Creación;Módulo 4-03
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDmX5QSiR8dQLUO0ARCZjy_Aff2uZqZqxH1YYTpQR8avhM;Sede del Emprendimiento, Innovación y Creación;Módulo 4-04
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDHR-gZG6IeS4ZcUuJ-RBt9AWSApglbOpB9TZ-viC1NKHQ;Sede del Emprendimiento, Innovación y Creación;Módulo 4-05
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAie47LL6vWT7WaQENOUVpkAXLZFnYHdSw60EQIjg6yoDQ;Sede del Emprendimiento, Innovación y Creación;Módulo 4-06
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBKG-3gjvV_RYnxHr4flIxHAXt6bGpG0wsVelKIj_JWRNg;Sede del Emprendimiento, Innovación y Creación;Módulo 4-07
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQC0lf54FQMkQLYKNHwLUKYUAecZJw0L8-RMwpTspvwGlrQ;Sede del Emprendimiento, Innovación y Creación;Módulo 4-08
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAdiHZv6JgoRZYBeHkxia_TAa-La-unzzb0Fw6jMgRmhsk;Casur;Salón 304
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCX_xQBfgOTQ6JEih2-F-NDATf1jB1YS_wBVoQS-NXWwo4;Casur;Salón 305
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQB-Vxsp51GJQpSxCOwjDwm1AYiS7NZeI_x3GWTnGZVZAyU;Casur;Salón 307
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAEbx-nRereRbU-kGUzaELHAdQay65y40YKOaQ1btYb1S8;Casur;Salón 308 HYFLEX
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBz63aqam0YRbKlNmeg0fFtAfbIXWIlGP7iLVGOU2Ax3v4;Casur;Salón 310
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQA4HA025TaqQrdYa-JHu7ogASGI5ed2b6krXEcm1lJL_ZQ;Casur;Salón 311 HYFLEX
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQD3NFLDdTMGT7IHtMTUAn2gAQPXPtnrkkw_MiWcr97hhLc;Casur;Salón 312
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCK7gDqp9EoRLNYwqZAwIOaAY1C-y9stUspOV3fDs5RR1Q;Casur;Salón 313 HYFLEX
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBGIcOABuo4TpHHJdkaSIO4AdxU3NMuUmrloXmuntsMGps;Casur;Salón 403
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQD-Ow2lcIogTJt-2iK_OSkyAT3DGq6_Bg5zhbpr0sJFr-8;Casur;Salón 404
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDyt7zPZCeST6_235flWFXnASR_c8uFaXsBaym_6rCvD7A;Casur;Salón 405
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDkBdnyBFx-TrW504nNqRDZAeKN2D3jul5XacrrxfQmJuM;Casur;Salón 407 HYFLEX
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQC09uxV1UN8RZWEvGcITk7SAQ4YruVwCutGgh_nGLuHSCc;Casur;Salón 408 HYFLEX
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQC_LebhAFutQoVmqIhOwzUfAZVioU2DD4CJyCkIqJ2eceQ;Casur;Salón 409 HYFLEX
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAc6qPpI_0VSK593kKwhD6AATClapGsqBQYwggzMJx7-4U;Casur;Salón 410 HYFLEX
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBV2HJcSrxwQ7JZgb-gwjblAYxek8yLUaSyRlkHkUlRiUQ;Casur;Salón 411 HYFLEX
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBrjEiiBvygQpK0_8ulU0tgAQ0v-c4DM5qh4taUk0j_ibQ;Casur;Salón 412 HYFLEX
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDecYxTCvo-QrwOnktYU3c0AeiVxFCxKNcecX6VHAa08Ic;Casur;Salón 413
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAnVnpIyuwVQaAalz-B06WQAXhL3V8-_OjxlsIuQdogNXM;Casur;Salón 402
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAuT0nw-8XjTKcyOCf8ciErAT9uS7s0uenxMcOoZbVVwHg;Casur;Salón 401
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCWTxyrWCqoQL1UFoSgqZGtAaXCoHerQVD40RFo0A2gbWk;Casur;Salón 510
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDFQVLLy32zR6Zek545QXaJAYJBg0OksUY-kaxwgIedO7M;Casur;Salón 511 HYFLEX
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQClGqYJRWPeSJ5kyVeKlWSOAalyXdRww7yCfOrYa8O1vLM;Casur;Salón 502
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQByDv7aKF7dSbuTaUIErcutAbJF0FwdAL0THoAbP81mdq8;Casur;Salón 503
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQD7vC0EXiQdQolLs6n1oinqARDFfU3CXrcOlaznWAY3dyY;Casur;Salón 504
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBtbkdMvWcMQaqG0AcdMYXNAZr0XAZCEOE3bOUPshX8WnY;Casur;Salón 507
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCRYH0xgZ9cRYyDT0x88OrxAfkA1SCxuDfwoyM8Yfv-PBA;Casur;Salón 301
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDr7Ys_zWtWSqQyjU8DbFU7AZJdPENXaVwsvSLzqiLWTsY;Casur;Salón 314 HYFLEX
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDXb0OWw_K9R6LJco1DCsyiAYATh3X5llGyJgGZtwpOjAI;Casur;Salón 315 HYFLEX
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQA741yuIpFSRaSakC6SSHtZAWjfDmLH-6NXIaRQqebJSZs;Casur;Salón 414
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAo1_3sZOf3S6xBKaKxTPOsAW-fKUd2iWQPjApwTUepFDA;Casur;Salón 415 HYFLEX
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCQyx620dATRKz549Frz1fwAek0trsC1Kkn9_kPdimY1Ic;Casur;Salón 512 HYFLEX
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAlFTvs90bGTL91LZDXakW4AXW-xR67UHaZ-YIG27ENkBs;Casur;Salón 501
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQD9S8zWZWPYTak5Dru7poo9AbaTBI9EOPPSpQSl49cP9I4;Casur;Salón 513 HYFLEX
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQD7CRJiENn3R7ZHpPBYOVepAVqRIOUlhA_ndyn8DDb26Q4;Casur;Salón 514
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDxJEEbD4-STaeWeBwI-nqyASQJW14o9z6o8Q3W3Ucul_Q;Casur;Salón 515 HYFLEX
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQB354Z0G2gpTo5kpgzbuShFAbk61781LNfHmLHZnGDC4kk;ED. CECILIA HERNÁNDEZ MARIÑO (Ed Calle 12C);ESTUDIO DE FOTOGRAFIA - SOTANO
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCVPOsnP4-WQIJM_K75kx3bAaq-PnnbKtUJN0Bi4Huawko;ED. CALATRAVA (Torre 2);Salón 901
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDAtEKZwDQaSIdACKTeLh3YAZJHwnuDNa_aLh5AaKGoGoc;Claustro;Auditorio MUTIS
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAAjLWsdAQ_T5JRsbjEyofaAbzEMfcuRsteZ2gHruVWpw4;Casur;PLAZA CAPITAL  211
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCsyUwjdRxKSo1W7PUI_3poASoNJVOH14oN_KhtcEDuQHo;Casa Rosarista;Salón BURGOS
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQD9xR_KBwKlQYqECOLJHJUwAVdEQYyMAV92sae26_GYQmo;Casa Rosarista;Salón JAGUAL
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAyrHcGz9qOTaU-r4NbOdI9AdsFcVqqfhzGYH37zffXauM;Casa Rosarista;Salón GUINA
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQB4N1hmDOl2S6pEeQFSb9arAcVk7Q3-iQnOe8Z3b2uapF8;Casa Rosarista;Salón CALANDAYMA
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAC8SAgZyYwQo87cEIZIelYATEMXJzHK64sbug2QVhi23g;Casa Rosarista;Salón NIEVES
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQD3GX7EnOUBRaLmYgEjpbSdAXnW-_35eNewZ2Jy7HWi73o;Casa Rosarista;Salón MESITAS
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCwSDg97BMtQrUic-cJBJ6tAcIgdwTKvM60EdUZSdvKK30;Edificio EL TIEMPO;BEATS
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQC32mnFy0ztQrCVzrZNGMMCAYPbOQN662uG8D6HjoFrJ6Y;Edificio EL TIEMPO;Auditorio CENTRO DE DIALOGO
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDXae9kBxnqQpEFH5y_UEoEAa8X_hT-WyN460yW-FoENXQ;Edificio EL TIEMPO;Sala NASH
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAPQe9RokVfQZ-9uqDzMuVuAWBXgityQ7P9MSYcl7rtRJw;ED. CECILIA HERNÁNDEZ MARIÑO (Ed Calle 12C);SALA COMPUTO 1 - PISO 4
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQD0xQTcswfZRJDylJJhfk69Aegwlpc0Mdq17YfncNHc-sc;ED. CECILIA HERNÁNDEZ MARIÑO (Ed Calle 12C);SALA COMPUTO 2 - PISO 4
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCJpxKMH7YBS6Wwq8BwMYuOAXK_l0fJGDTNAHnyg3dBd80;ED. CECILIA HERNÁNDEZ MARIÑO (Ed Calle 12C);SALA DE JUNTAS 2 PISO 9
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBNRiup95dPTZDC9C02xwSpAWkFnO8vlqWPRufTX4D8WcQ;Claustro;Salón 127
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBJb6KUs2F7ToY2vefFldYbAW_sxSlqAvWjNIBzWaAkPWo;Claustro;Salón 128
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBLLktja37rS6B-XlgXx1Z3AdcbTUW2-S5ITRLAni1-LCs;Claustro;Salón 129
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQA0-uV5PGOpQrzbEO8lmlFLAWPHEQ67vCa0QbiGGGMe7DM;Claustro;Salón 232
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQASqmqbN9R2RLY54VSaN_s_AZ0mS_sz9VIAMgeILLL8T7A;Claustro;Salón 234
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQD1vZ37PWQySaYtcAy3pWfgAZ85oDkmEDCMWsTcWdY39mE;Claustro;Salón 126
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQDq6rPr39SbTID0DEd4DWZBAfYVCjfSrc0Wjkq-MVjgiCk;Claustro;Salón 230
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAc6DNj2wZ5T4AjsLABQnq0AVhNeC6VBDZFYkAybxmjiL4;Claustro;Salón 225
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAVvil7IBDyTJCrX56avKuTAYSRhNON6ddU-foP2NtpyI8;Claustro;Auditorio JOCKEY
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCgaMbh1M_WQ52AaefAPK3bAeePjwlIbt_Iu9xB2a8hm0o;ED. RAFAEL MARIA CARRASQUILLA (Torre 1);Salón 502
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQBuLWLcRrMmSLetpxqArQT2AV0LONsLBVCFBu98Po2Swg0;ED. RAFAEL MARIA CARRASQUILLA (Torre 1);Salón 702
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAgTQYcS1zTSaddS2yV7jK4AWhmMEsmwkEbArRs0T7S93o;ED. CALATRAVA (Torre 2);Aula de Informática B
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCdOQYtqzcKSYLDwjT7Qm9_AQX01I4vKYWocW26Qw7oa7A;ED. CALATRAVA (Torre 2);Sala Computo 3 (Windows) C sotano T2
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAVlECjO4CSRZiFKThl4pQWARJmZ10Rmt0BeQ-GRblrINk;ED. CALATRAVA (Torre 2);Aula de Informática D
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQAzbAZE4q2ESo9O5dzEDrffAblT4esEh_lJ6IrpjsVjfZU;ED. CALATRAVA (Torre 2);Salón HIPATIA
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQC0ARtNMOTDQZ7BGkmur0KPAZ2vsGW8z9T3_U9JiiU1Kdk;ED. CALATRAVA (Torre 2);Sala LOVE LACE
https://uredu-my.sharepoint.com/personal/luis_yaya_urosario_edu_co/_layouts/15/download.aspx?share=IQCwHA_VPb-8Q5uJ4yJLWym9AT9szSqLAYd_W6IT98TcOgI;ED. CALATRAVA (Torre 2);Salón 701
